0.000000000000000000e+00,0.000000000000000000e+00,6.426688432693481445e-01,1.560779754072427750e-02,-8.386726491153240204e-03,3.963789641857147217e-01,9.179159998893737793e-01,-8.322147279977798462e-02,-5.191989988088607788e-02,-1.672824025154113770e-01,1.277728378772735596e-01,1.156948134303092957e-02,-3.055478632450103760e-02,-9.028173238039016724e-02,8.087893016636371613e-03,-4.257846996188163757e-02,1.700752675533294678e-01,-4.084608331322669983e-02,7.999415695667266846e-02,1.985942944884300232e-02,9.859208762645721436e-02,2.315341979265213013e-01,-2.073035836219787598e-01,-4.297671020030975342e-01,7.425884157419204712e-02,-1.451712846755981445e-01,1.567685306072235107e-01,-4.883344769477844238e-01
-2.767340629361569881e-04,-8.504523430019617081e-04,6.427353024482727051e-01,1.475713960826396942e-02,-8.097694255411624908e-03,3.947742879390716553e-01,9.186239242553710938e-01,-8.706288784742355347e-02,-5.022326856851577759e-02,-1.669654101133346558e-01,1.304711103439331055e-01,1.243886910378932953e-02,-2.986009418964385986e-02,-9.572140872478485107e-02,1.053962204605340958e-02,-3.642262145876884460e-02,1.728060692548751831e-01,-3.662324324250221252e-02,7.987102121114730835e-02,2.687482722103595734e-02,1.219191700220108032e-01,2.404341846704483032e-01,-2.004753798246383667e-01,-4.668970108032226562e-01,9.769697487354278564e-02,-1.496477723121643066e-01,1.472413390874862671e-01,-5.249499678611755371e-01
-5.703620263375341892e-04,-3.896519483532756567e-04,6.426839232444763184e-01,1.524885371327400208e-02,-8.081725798547267914e-03,3.907640874385833740e-01,9.203290343284606934e-01,-8.412502706050872803e-02,-4.998175799846649170e-02,-1.694181114435195923e-01,1.248614341020584106e-01,1.571617648005485535e-02,-3.255725651979446411e-02,-9.871745109558105469e-02,9.452427737414836884e-03,-2.909242734313011169e-02,1.764232218265533447e-01,-3.623503074049949646e-02,8.204835653305053711e-02,3.388454765081405640e-02,1.354941278696060181e-01,2.440600693225860596e-01,-1.920720487833023071e-01,-4.842956960201263428e-01,1.077952608466148376e-01,-1.539306789636611938e-01,1.420080959796905518e-01,-5.494813323020935059e-01
-4.131232562940567732e-04,-3.065023338422179222e-04,6.426262855529785156e-01,1.543507445603609085e-02,-8.300251327455043793e-03,3.897939622402191162e-01,9.207352995872497559e-01,-8.196926116943359375e-02,-4.954639822244644165e-02,-1.672959178686141968e-01,1.229231730103492737e-01,1.582888327538967133e-02,-3.395586460828781128e-02,-9.904362261295318604e-02,9.441707283258438110e-03,-2.636875957250595093e-02,1.775346398353576660e-01,-3.631104528903961182e-02,8.328296989202499390e-02,3.528646379709243774e-02,1.441093832254409790e-01,2.483036071062088013e-01,-1.913842856884002686e-01,-4.973723590373992920e-01,1.162204965949058533e-01,-1.564071774482727051e-01,1.414514780044555664e-01,-5.638054609298706055e-01
-3.762835985980927944e-04,-4.115509218536317348e-04,6.426455974578857422e-01,1.547934953123331070e-02,-8.332720957696437836e-03,3.891440331935882568e-01,9.210091829299926758e-01,-8.138713240623474121e-02,-4.943235963582992554e-02,-1.671158820390701294e-01,1.225081682205200195e-01,1.481902133673429489e-02,-3.497198596596717834e-02,-9.902697056531906128e-02,9.590708650648593903e-03,-2.483079209923744202e-02,1.773037016391754150e-01,-3.711926564574241638e-02,8.369569480419158936e-02,3.705760836601257324e-02,1.490328162908554077e-01,2.512412071228027344e-01,-1.915717124938964844e-01,-5.070082545280456543e-01,1.222518756985664368e-01,-1.576473861932754517e-01,1.409404426813125610e-01,-5.733753442764282227e-01
-4.259582783561199903e-04,-3.945895878132432699e-04,6.427291035652160645e-01,1.557078026235103607e-02,-8.540176786482334137e-03,3.889372348785400391e-01,9.210930466651916504e-01,-8.091897517442703247e-02,-4.933208972215652466e-02,-1.652627140283584595e-01,1.223723366856575012e-01,1.515938621014356613e-02,-3.378348425030708313e-02,-9.899133443832397461e-02,9.818200953304767609e-03,-2.402577176690101624e-02,1.775994002819061279e-01,-3.646138310432434082e-02,8.269152790307998657e-02,3.663197904825210571e-02,1.523831337690353394e-01,2.531978487968444824e-01,-1.912686675786972046e-01,-5.120517611503601074e-01,1.252524107694625854e-01,-1.589045077562332153e-01,1.393019556999206543e-01,-5.780630707740783691e-01
-4.880462656728923321e-04,-4.911938449367880821e-04,6.426815390586853027e-01,1.561689656227827072e-02,-8.729817345738410950e-03,3.885787725448608398e-01,9.212417602539062500e-01,-8.074686676263809204e-02,-4.918536543846130371e-02,-1.643810421228408813e-01,1.225827783346176147e-01,1.597855612635612488e-02,-3.431893885135650635e-02,-9.877137839794158936e-02,9.951512329280376434e-03,-2.336882241070270538e-02,1.775259971618652344e-01,-3.608930855989456177e-02,8.253564685583114624e-02,3.670714050531387329e-02,1.542414575815200806e-01,2.539918422698974609e-01,-1.904644370079040527e-01,-5.138685703277587891e-01,1.268421262502670288e-01,-1.593948453664779663e-01,1.387123763561248779e-01,-5.807737708091735840e-01
-5.521193379536271095e-04,-6.482319440692663193e-04,6.426876783370971680e-01,1.574687659740447998e-02,-8.771602064371109009e-03,3.881353139877319336e-01,9.214261174201965332e-01,-8.080121874809265137e-02,-4.928805306553840637e-02,-1.636735647916793823e-01,1.227622181177139282e-01,1.673911884427070618e-02,-3.476711362600326538e-02,-9.878269582986831665e-02,1.003434322774410248e-02,-2.204068377614021301e-02,1.772486418485641479e-01,-3.632872924208641052e-02,8.212916553020477295e-02,3.588717803359031677e-02,1.560093015432357788e-01,2.551245391368865967e-01,-1.919112354516983032e-01,-5.135144591331481934e-01,1.272402703762054443e-01,-1.610403209924697876e-01,1.402377039194107056e-01,-5.812786221504211426e-01
-5.616489215753972530e-04,-6.873539532534778118e-04,6.427787542343139648e-01,1.586560346186161041e-02,-9.070714004337787628e-03,3.880757689476013184e-01,9.214462637901306152e-01,-8.000053465366363525e-02,-4.920658841729164124e-02,-1.645082980394363403e-01,1.223786026239395142e-01,1.579068973660469055e-02,-3.472863510251045227e-02,-9.827459603548049927e-02,1.013049855828285217e-02,-2.133117429912090302e-02,1.771093457937240601e-01,-3.529701381921768188e-02,8.208034932613372803e-02,3.505697473883628845e-02,1.554934978485107422e-01,2.560647428035736084e-01,-1.930849701166152954e-01,-5.136222839355468750e-01,1.277916282415390015e-01,-1.612161248922348022e-01,1.397563666105270386e-01,-5.813370943069458008e-01
-5.020250682719051838e-04,-9.794632205739617348e-04,6.428019404411315918e-01,1.586229167878627777e-02,-9.191379882395267487e-03,3.875958919525146484e-01,9.216470718383789062e-01,-7.994113862514495850e-02,-4.857001081109046936e-02,-1.626796126365661621e-01,1.226858422160148621e-01,1.605101302266120911e-02,-3.498968109488487244e-02,-9.812536090612411499e-02,1.050086785107851028e-02,-2.168128639459609985e-02,1.766468286514282227e-01,-3.524554148316383362e-02,8.234282582998275757e-02,3.637292236089706421e-02,1.550259590148925781e-01,2.558798789978027344e-01,-1.926932930946350098e-01,-5.142926573753356934e-01,1.280594021081924438e-01,-1.599256396293640137e-01,1.378087848424911499e-01,-5.807574987411499023e-01
-5.450490862131118774e-04,-1.096056075766682625e-03,6.428115963935852051e-01,1.597263850271701813e-02,-9.268250316381454468e-03,3.870435357093811035e-01,9.218764901161193848e-01,-7.912517338991165161e-02,-4.864756017923355103e-02,-1.624094992876052856e-01,1.219925433397293091e-01,1.445266697555780411e-02,-3.312300518155097961e-02,-9.811194241046905518e-02,1.066835597157478333e-02,-2.049429155886173248e-02,1.764296442270278931e-01,-3.492952510714530945e-02,8.201961219310760498e-02,3.705381974577903748e-02,1.548255532979965210e-01,2.568444311618804932e-01,-1.943549215793609619e-01,-5.138276815414428711e-01,1.288100183010101318e-01,-1.612970530986785889e-01,1.395996659994125366e-01,-5.811797380447387695e-01
-5.042327102273702621e-04,-1.235897536389529705e-03,6.428377628326416016e-01,1.614049077033996582e-02,-9.373767301440238953e-03,3.867346346378326416e-01,9.220021367073059082e-01,-7.909432798624038696e-02,-4.848511144518852234e-02,-1.609523445367813110e-01,1.221583113074302673e-01,1.492563262581825256e-02,-3.473980724811553955e-02,-9.790787100791931152e-02,1.086509507149457932e-02,-2.009155601263046265e-02,1.763049811124801636e-01,-3.542369976639747620e-02,8.096975833177566528e-02,3.745163232088088989e-02,1.536899656057357788e-01,2.556408643722534180e-01,-1.927386820316314697e-01,-5.124298334121704102e-01,1.291925758123397827e-01,-1.615573614835739136e-01,1.380736380815505981e-01,-5.810679793357849121e-01
-3.408894408494234085e-04,-1.339933485724031925e-03,6.427620649337768555e-01,1.614353246986865997e-02,-9.418960660696029663e-03,3.865613043308258057e-01,9.220743179321289062e-01,-7.895921170711517334e-02,-4.822469130158424377e-02,-1.609109938144683838e-01,1.218712180852890015e-01,1.752724125981330872e-02,-3.365635126829147339e-02,-9.776747971773147583e-02,1.130544766783714294e-02,-1.948133483529090881e-02,1.758973896503448486e-01,-3.465491905808448792e-02,7.911048084497451782e-02,3.627937659621238708e-02,1.538426578044891357e-01,2.571331262588500977e-01,-1.930409073829650879e-01,-5.143583416938781738e-01,1.297014206647872925e-01,-1.621460020542144775e-01,1.382554918527603149e-01,-5.813441872596740723e-01
-1.952424208866432309e-04,-1.508401590399444103e-03,6.428280472755432129e-01,1.623856462538242340e-02,-9.222691878676414490e-03,3.857157230377197266e-01,9.224286675453186035e-01,-7.844047248363494873e-02,-4.769152030348777771e-02,-1.601124405860900879e-01,1.205095425248146057e-01,1.881528645753860474e-02,-3.464602679014205933e-02,-9.876810759305953979e-02,1.153286825865507126e-02,-1.941049471497535706e-02,1.765613704919815063e-01,-3.453832864761352539e-02,7.788284122943878174e-02,3.573307767510414124e-02,1.550518423318862915e-01,2.574760317802429199e-01,-1.914944946765899658e-01,-5.156208276748657227e-01,1.299153715372085571e-01,-1.624425351619720459e-01,1.374038159847259521e-01,-5.816147327423095703e-01
-5.126878022565506399e-05,-1.744892681017518044e-03,6.430622935295104980e-01,1.641382835805416107e-02,-9.236400015652179718e-03,3.859504163265228271e-01,9.223272204399108887e-01,-7.832444459199905396e-02,-4.701437428593635559e-02,-1.576850563287734985e-01,1.200648322701454163e-01,1.567483507096767426e-02,-3.808880597352981567e-02,-9.929556399583816528e-02,1.166933309286832809e-02,-1.960387825965881348e-02,1.772857755422592163e-01,-3.393138200044631958e-02,7.822391390800476074e-02,3.335547447204589844e-02,1.549150645732879639e-01,2.583388984203338623e-01,-1.917667686939239502e-01,-5.156840682029724121e-01,1.303976923227310181e-01,-1.629113554954528809e-01,1.378883272409439087e-01,-5.826941132545471191e-01
3.630767168942838907e-04,-2.172255655750632286e-03,6.430892348289489746e-01,1.614955998957157135e-02,-9.084401652216911316e-03,3.848090767860412598e-01,9.228101968765258789e-01,-7.958108186721801758e-02,-4.626671224832534790e-02,-1.579150110483169556e-01,1.222234815359115601e-01,1.959140785038471222e-02,-3.758579492568969727e-02,-1.020682454109191895e-01,1.341811381280422211e-02,-1.782135665416717529e-02,1.804622560739517212e-01,-3.455909341573715210e-02,7.530669122934341431e-02,3.429115191102027893e-02,1.564016938209533691e-01,2.595900297164916992e-01,-1.923967003822326660e-01,-5.165076851844787598e-01,1.317431330680847168e-01,-1.641307473182678223e-01,1.429037749767303467e-01,-5.848084092140197754e-01
8.358697523362934589e-04,-2.590967109426856041e-03,6.431547403335571289e-01,1.603525504469871521e-02,-9.117615409195423126e-03,3.839689195156097412e-01,9.231617450714111328e-01,-7.937289774417877197e-02,-4.490547254681587219e-02,-1.586269438266754150e-01,1.218447834253311157e-01,2.016771212220191956e-02,-3.679938986897468567e-02,-1.052521914243698120e-01,1.511289831250905991e-02,-1.612563431262969971e-02,1.848676055669784546e-01,-3.546815365552902222e-02,7.212957739830017090e-02,3.577992320060729980e-02,1.569105088710784912e-01,2.594385147094726562e-01,-1.919964998960494995e-01,-5.187166333198547363e-01,1.331064254045486450e-01,-1.650485843420028687e-01,1.453665494918823242e-01,-5.866189002990722656e-01
1.401665620505809784e-03,-3.080133814364671707e-03,6.432052850723266602e-01,1.588161103427410126e-02,-9.308367967605590820e-03,3.838379979133605957e-01,9.232169389724731445e-01,-7.957354933023452759e-02,-4.359063506126403809e-02,-1.581034958362579346e-01,1.229626834392547607e-01,1.907080970704555511e-02,-3.627168014645576477e-02,-1.094518527388572693e-01,1.660740934312343597e-02,-1.641982980072498322e-02,1.919714659452438354e-01,-3.642491251230239868e-02,7.078566402196884155e-02,3.375047445297241211e-02,1.585716754198074341e-01,2.577776014804840088e-01,-1.891159713268280029e-01,-5.177251100540161133e-01,1.336137503385543823e-01,-1.645754277706146240e-01,1.460176706314086914e-01,-5.879784822463989258e-01
